topic_completion_pct,days_until_deadline,avg_mock_score,free_time_available,daily_study_time
37.454011884736246,47,59.429075056177474,263,103.68358141380943
95.07143064099162,12,93.64491738836605,86,70.65720506019127
73.1993941811405,62,87.61051925980425,240,25.200029195610043
59.86584841970366,80,27.775262374926115,229,63.697276541442825
15.601864044243651,83,85.14486375512654,246,116.55945221745306
15.599452033620265,8,0.03325061204894064,234,200.78006443406431
5.8083612168199465,149,1.7687809613257222,281,137.9800256817401
86.61761457749351,81,60.255316384286495,292,44.77385759776044
60.11150117432088,118,36.47982191445295,221,49.52839861387709
70.80725777960456,25,38.64608411591471,224,79.9034552284097
2.0584494295802447,89,56.44410906788825,193,128.61568529299637
96.99098521619943,12,19.17824555918606,194,94.32926006625252
83.24426408004217,143,21.175535066547834,283,49.52551236026203
21.233911067827616,59,48.46015870188647,283,113.86745746644917
18.182496720710063,154,75.4253544343863,212,88.09733304825417
18.34045098534338,109,61.94977514075877,92,92.0
30.42422429595377,26,29.73550482368389,114,114.0
52.475643163223786,47,43.03371775089212,245,82.56478744206836
43.194501864211574,32,17.06647585499984,66,66.0
29.122914019804192,10,7.462981433708171,116,116.0
61.18528947223795,16,78.26960407441493,185,89.51441965712125
13.949386065204184,145,26.53874091881946,71,71.0
29.214464853521815,151,17.77663878512482,75,75.0
36.63618432936917,26,69.16180555693194,267,83.52776797659864
45.606998421703594,86,61.8051674287186,102,76.30760487224133
78.51759613930136,135,63.318962601346406,176,43.024580093311684
19.967378215835975,14,22.889460484661363,287,180.51010816641883
51.42344384136116,79,23.2645538562681,264,82.15372289681379
59.24145688620425,117,22.080262978563916,194,98.63368828554243
4.645041271999773,7,17.375259566229452,287,218.064488108115
60.75448519014384,137,65.57236725616563,170,62.91533026317106
17.052412368729154,115,84.80158852494014,110,110.0
6.505159298527952,176,72.43174696766613,260,113.8409310346167
94.88855372533332,72,79.20936337605433,219,26.342800987763244
96.56320330745594,59,40.479842908519984,134,41.14024497929506
80.83973481164611,82,65.40757953719981,67,54.789725219550014
30.46137691733707,116,35.42362404447745,284,117.10184822611924
9.767211400638388,167,52.550462196864004,274,110.69479660201539
68.42330265121569,146,48.163484653486236,276,47.7271406103001
44.01524937396013,103,17.68871451438544,259,99.96495592692942
12.203823484477883,17,38.70787603356308,104,104.0
49.51769101112702,14,96.3822275482351,273,87.37023518288758
3.4388521115218396,159,24.85802577149421,118,118.0
90.9320402078782,152,13.380373627948872,191,51.09423011148999
25.87799816000169,108,41.85806216239353,163,107.39436657531542
66.2522284353982,45,79.03377358601482,254,55.922223230789456
31.171107608941096,98,58.21482297799723,216,103.30783054043965
52.00680211778108,131,68.09748272382446,292,45.29235707359042
54.67102793432797,37,18.96948481746772,216,93.29074022279872
18.485445552552704,171,61.894819300772156,157,105.60395832804308
96.95846277645586,168,32.35003949114738,285,51.84349751842953
77.51328233611146,108,83.43033659547675,215,30.48215452071775
93.9498941564189,39,62.92988060107362,264,18.64015130313836
89.48273504276489,15,19.885627777529592,138,90.10489886146502
59.78999788110851,120,6.4616679844086145,183,84.79221090509755
92.18742350231169,4,4.263320928703274,274,168.78424944243307
8.84925020519195,93,37.14085676501407,231,121.7132116011903
19.59828624191452,153,26.585113665431347,277,118.53187720502048
4.522728891053807,141,64.60901234625081,63,63.0
32.53303307632643,161,49.933383497861826,149,73.55020466586376
38.8677289689482,16,26.60192780053807,163,138.0519690996541
27.134903177389592,170,14.923777795017612,196,131.09313480847706
82.87375091519293,108,12.71997626874496,178,71.91111049345928
35.67533266935893,126,86.46603921404177,192,63.68304498762599
28.093450968738075,55,24.347796840486723,115,115.0
54.26960831582485,170,65.17106479109684,155,66.02082260692039
14.092422497476264,34,81.06859279862663,271,116.06710735177069
80.21969807540397,158,61.408131118473605,237,48.92419821456535
7.455064367977082,13,85.95652316469457,134,130.68647452342913
98.68869366005173,141,39.23937215284745,202,36.057675118440294
77.22447692966574,18,95.62221906489484,91,57.31499536181703
19.87156815341724,160,13.314500417809693,87,87.0
0.5522117123602399,96,10.21495296575381,81,81.0
81.54614284548342,123,65.86921462074436,292,47.4748573683061
70.68573438476172,39,94.28311414132618,76,45.831487644381625
72.90071680409874,46,80.8883461636328,118,61.629266783511206
77.12703466859458,29,7.641685943805143,149,90.39112962944264
7.4044651734090365,62,27.936771393471638,295,128.0807861571517
35.84657285442726,16,93.03188848378237,258,112.92118260493346
11.586905952512971,121,25.305843280078456,165,136.87143653779677
86.31034258755935,10,78.11704237869192,244,70.20069601180988
62.329812682755794,158,82.51321959287039,85,44.78320480884189
33.08980248526492,153,49.54521034609818,84,84.0
6.355835028602364,103,38.63489098483155,197,133.81293636369654
31.09823217156622,84,45.012443241975966,104,104.0
32.518332202674706,133,22.696469436536415,142,113.00591830972654
72.96061783380641,65,88.93909161288443,70,57.261717797822875
63.75574713552131,177,45.06196567297579,264,77.25356030740178
88.72127425763266,3,88.24594404560997,240,185.72877629887924
47.22149251619493,173,10.56934799062741,259,109.79711270657083
11.959424593830171,142,98.82752710001313,163,81.82269958145125
71.3244787222995,120,44.32730874436183,127,64.65780407165434
76.07850486168974,158,4.783082039410546,298,92.78757457796141
56.127719756949624,68,3.8021848237454914,154,97.14367005372449
77.0967179954561,146,74.62072574818386,215,30.541237378507695
49.379559636439076,37,65.90355342036808,262,74.6612882809598
52.27328293819941,153,80.21305581275875,294,49.99183263820649
42.75410183585496,176,10.536753395280595,124,96.97081147613682
2.541912674409519,73,3.557086703554835,108,108.0
10.789142699330444,143,50.857928944757845,234,103.2227261330077
3.142918568673425,49,38.759523148276955,111,111.0
63.64104112637804,121,46.19469366709558,161,76.41661518289932
31.435598107632668,88,99.1588408870274,275,65.58923782920262
50.85706911647028,140,97.07499576706702,241,69.36970080784246
90.7566473926093,37,94.23153896731928,247,30.749017522520525
24.929222914887493,61,78.38426767676738,116,104.3811704144448
41.038292303562976,171,35.48413602568904,106,87.56527075325826
75.55511385430486,124,41.21309302627716,218,66.41584996773884
22.879816549162246,39,54.96160437189245,292,101.54055508145123
7.697990982879299,63,83.05344564048399,233,117.61426914175173
28.9751452913768,46,6.871283251826776,85,85.0
16.122128725400444,88,42.429688588488816,173,123.87735736202117
92.96976523425731,11,8.261766345926869,64,64.0
80.8120379564417,62,51.46575865735116,143,42.56890042114893
63.34037565104234,77,89.89008240062354,111,54.18037182468623
87.14605901877177,153,78.24849245639379,164,17.51418856699848
80.36720768991145,52,22.784241754310997,262,72.4881189693089
18.657005888603585,4,97.59908495987925,113,113.0
89.25589984899777,59,66.73503980464284,220,44.332898646533934
53.93422419156507,72,1.0427699397403067,237,90.16360213532411
80.74401551640625,148,25.541348468521953,225,65.38668800450638
89.60912999234932,93,26.071329991991654,214,58.987858434136356
31.800347497186387,63,6.9254306285859935,285,115.70572694073282
11.005192452767677,54,95.9826518075929,74,74.0
22.793516254194166,117,47.825529457592374,283,110.17164592384947
42.71077886262563,110,89.5814597371882,120,61.65552725230744
81.80147659224932,74,32.221550344462834,181,48.75895815151395
86.07305832563435,107,12.523357043282711,80,42.711903432260186
0.6952130531190703,57,47.43361099062139,105,105.0
51.07473025775657,169,11.395663471431716,256,80.53799017456383
41.7411003148779,3,48.601550297753995,193,193.0
22.210781047073024,120,92.02971812194077,97,83.30654439780076
11.98653673336828,6,52.07681418342127,121,121.0
33.7615171403628,5,61.649972689508346,145,145.0
94.29097039125192,5,15.66384369738083,249,144.58262989658675
32.320293202075526,54,4.373562587996949,269,132.0708918060682
51.87906217433661,47,11.080796217980705,137,106.56941787985464
70.30189588951778,177,59.853157568436565,261,55.757943655153866
36.3629602379294,9,9.501169899230465,105,105.0
97.17820827209607,99,37.59928899413114,200,23.71693104927235
96.24472949421113,20,55.009194045815605,282,58.81856028275089
25.178229582536417,122,38.8652798629847,281,115.61217908184497
49.72485058923854,61,16.36838014653015,62,62.0
30.087830981676966,123,27.379130751410653,281,107.84683955628219
28.484049437746762,163,92.8317532848577,65,65.0
3.6886947354532795,178,67.59822755863554,152,113.97621240525656
60.956433397989684,82,49.60478386798866,67,67.0
50.26790232288615,62,1.2714889986893518,231,121.47453712511324
5.147875124998935,145,99.24154004894702,296,109.49729798932482
27.864646423661142,3,67.14549348946433,294,242.1070815639593
90.82658859666537,160,31.692247734494494,167,52.67298743914787
23.95618906669724,13,87.92686599978381,220,133.8312495903034
14.48948720912231,120,25.84316202918181,268,130.6236836498455
48.9452760277563,125,54.40165791827516,299,88.76369926496578
98.56504541106007,89,63.607076372982505,134,45.37209838754622
24.20552715115004,73,22.106337145372844,136,131.82771480572652
67.21355474058785,68,97.83972788005958,109,43.71260845227023
76.16196153287176,142,74.81919059789975,70,50.40045466958929
23.763754399239968,101,55.781322551106996,154,104.74495770568039
72.82163486118596,98,18.059459817530087,215,73.48970647922509
36.77831327192532,11,5.385820699802613,295,152.46917947558148
63.23058305935795,105,32.005983252098346,129,91.16246366481872
63.35297107608947,67,75.31873359134028,228,48.26606203598456
53.57746840747585,123,26.933129830202507,75,75.0
9.02897700544083,29,53.95562204955051,127,127.0
83.5302495589238,137,72.79471767307432,158,19.728964893015977
32.07800649717358,153,10.794371464646435,107,107.0
18.651851039985424,76,68.52980161158733,243,82.66193044612572
4.077514155476392,170,9.18708877100447,123,123.0
59.08929431882418,9,96.51297421269966,246,107.06208896027144
67.75643618422824,40,48.839413006493956,149,64.40029775600425
1.6587828927856152,25,15.067610770987738,249,162.04288868127634
51.2093058299281,5,34.23836360335465,135,135.0
22.649577519793795,139,41.34164492952615,198,105.21925527498203
64.51727904094498,124,75.81850110765373,160,41.01665259917827
17.436642900499145,38,74.34237860766093,148,123.36669655713848
69.09377381024659,72,61.194050533733105,77,76.87951727263925
38.67353463005374,133,10.593071255849296,78,78.0
93.67299887367345,176,15.15693715876736,274,61.70407199193552
13.752094414599325,90,9.375692064555663,114,114.0
34.10663510502585,146,57.71727832875501,161,83.03454093945939
11.347352124058908,37,87.71384415114039,177,103.45618096020573
92.46936182785628,60,43.38005122547718,269,56.48269102428581
87.7339353380981,176,16.08481739577462,213,73.91470784200877
25.79416277151556,28,55.804232514896704,193,119.78967242992249
65.99840460341791,81,81.17522168657099,63,40.78868052444889
81.72222002012158,114,74.171206151293,167,55.44875293350702
55.52008115994623,40,88.14507796750213,174,57.59767087818306
52.965057835600646,45,27.790209724886783,88,88.0
24.18522909004517,62,19.395386726777485,118,118.0
